X;Y;AREA;INTERSECCI;CALLE_2;CALLE_1;CONTROLADO;DIRECCION NORMALIZADA;CALLE;CRUCE
-58,4194750145409;-34,587353636346;3;SCALABRINI ORTIZ AV.- LUCIO MANSILLA;LUCIO MANSILLA;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;MANSILLA, LUCIO NORBERTO, GENERAL Y SCALABRINI ORTIZ, RAUL AV.;MANSILLA, LUCIO NORBERTO, GENERAL;SCALABRINI ORTIZ, RAUL AV.
-58,4551766343332;-34,587364840484;4;CORRIENTES AV.-LACROZE FEDERICO AV.;LACROZE FEDERICO AV.;CORRIENTES AV.;AUTOTROL CT800DMC;LACROZE, FEDERICO AV. Y CORRIENTES AV.;LACROZE, FEDERICO AV.;CORRIENTES AV.
-58,3718423571983;-34,587379371013;3;ANTARTIDA ARGENTINA AV.-DE LOS INMIGRANTES AV.;DE LOS INMIGRANTES AV.;ANTARTIDA ARGENTINA AV.;SIEMENS CLS95;DE LOS INMIGRANTES AV. Y ANTARTIDA ARGENTINA AV.;DE LOS INMIGRANTES AV.;ANTARTIDA ARGENTINA AV.
-58,4491484472246;-34,587387234388;4;GUEVARA-SANTOS DUMONT;SANTOS DUMONT;GUEVARA;AUTOTROL CT800DMC;DUMONT, SANTOS Y GUEVARA;DUMONT, SANTOS;GUEVARA
-58,4301249327208;-34,587391785388;4;THAMES-EL SALVADOR;EL SALVADOR;THAMES;AUTOTROL CT800DMC;EL SALVADOR Y THAMES;EL SALVADOR;THAMES
-58,4281591130351;-34,587402995947;4;BORGES-COSTA RICA;COSTA RICA;BORGES;AUTOTROL CT800DMC;COSTA RICA Y BORGES, JORGE LUIS;COSTA RICA;BORGES, JORGE LUIS
-58,4538967622975;-34,587440440025;4;CORRIENTES AV.-OLLEROS;OLLEROS;CORRIENTES AV.;AUTOTROL CT800DMC;OLLEROS Y CORRIENTES AV.;OLLEROS;CORRIENTES AV.
-58,3972188101451;-34,587461152023;1;PUEYRREDONAV.-LAS HERAS AV.;LAS HERAS AV.;PUEYRREDONAV.;SIEMENS CLS214PLUS;LAS HERAS GENERAL AV. Y PUEYRREDON AV.;LAS HERAS GENERAL AV.;PUEYRREDON AV.
-58,4321011913327;-34,587472167161;4;URIARTE-HONDURAS;HONDURAS;URIARTE;AUTOTROL CT800DMC;HONDURAS Y URIARTE;HONDURAS;URIARTE
-58,4825284071410;-34,587472950067;7;DE LOS INCAS AV. - ALTOLAGUIRRE;ALTOLAGUIRRE;DE LOS INCAS AV.;SIEMENS CLE;ALTOLAGUIRRE Y DE LOS INCAS AV.;ALTOLAGUIRRE;DE LOS INCAS AV.
-58,4339478726429;-34,587495090461;4;GODOY CRUZ-GORRITI;GORRITI;GODOY CRUZ;AUTOTROL CT800DMC;GORRITI Y GODOY CRUZ;GORRITI;GODOY CRUZ
-58,4123616676118;-34,587530596094;3;SANTA FE AV.-VIDT;VIDT;SANTA FE AV.;SIEMENS CLS214PLUS;VIDT Y SANTA FE AV.;VIDT;SANTA FE AV.
-58,3870874481373;-34,587545599374;1;CALLAO AV.-POSADAS;POSADAS;CALLAO AV.;SIEMENS CLS;POSADAS Y CALLAO AV.;POSADAS;CALLAO AV.
-58,4090314413191;-34,587558949916;3;DIAZ CNEL. AV. -BERUTI;BERUTI;DIAZ CNEL. AV. ;SIEMENS STC M4-20;BERUTI Y DIAZ, CNEL. AV.;BERUTI;DIAZ, CNEL. AV.
-58,4401579735357;-34,587600934931;4;CORDOBA AV.-FITZ ROY;FITZ ROY;CORDOBA AV.;AUTOTROL CT800DMC;FITZ ROY Y CORDOBA AV.;FITZ ROY;CORDOBA AV.
-58,3892031294820;-34,587646270159;1;ALVEAR AV.-AYACUCHO;AYACUCHO;ALVEAR AV.;SIEMENS CLS;AYACUCHO Y ALVEAR AV.;AYACUCHO;ALVEAR AV.
-58,3838474605091;-34,587677971988;3;LIBERTADOR - MONTEVIDEO;MONTEVIDEO;LIBERTADOR;SIEMENS STC M4-20;MONTEVIDEO Y DEL LIBERTADOR AV.;MONTEVIDEO;DEL LIBERTADOR AV.
-58,3951888222259;-34,587733984383;1;AZCUENAGA-LOPEZ VICENTE;LOPEZ VICENTE;AZCUENAGA;SIEMENS CLS;LOPEZ, VICENTE Y AZCUENAGA;LOPEZ, VICENTE;AZCUENAGA
-58,4201695435314;-34,587787905455;3;SCALABRINI ORTIZ AV.-PARAGUAY;PARAGUAY;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;PARAGUAY Y SCALABRINI ORTIZ, RAUL AV.;PARAGUAY;SCALABRINI ORTIZ, RAUL AV.
-58,5048468400692;-34,587881907188;8;AV. GRAL. MOSCONI-HELGUERA;HELGUERA;AV. GRAL. MOSCONI;AUTOTROL CT800DMC;HELGUERA Y MOSCONI GENERAL AV.;HELGUERA;MOSCONI GENERAL AV.
-58,4936626817497;-34,587890272699;7;DEL CARRIL, SALVADOR M. AV. - ARTIGAS, J.G., GRAL.;ARTIGAS, J.G., GRAL.;DEL CARRIL, SALVADOR M. AV.;SIEMENS CLE;ARTIGAS, JOSE GERVASIO, GRAL. Y CARRIL, SALVADOR MARIA DEL AV.;ARTIGAS, JOSE GERVASIO, GRAL.;CARRIL, SALVADOR MARIA DEL AV.
-58,4040573775583;-34,588032983015;3;AUSTRIA-FRENCH;FRENCH;AUSTRIA;SIEMENS STC M4-20;FRENCH Y AUSTRIA;FRENCH;AUSTRIA
-58,4311639450220;-34,588081934644;4;THAMES-HONDURAS;HONDURAS;THAMES;AUTOTROL CT800DMC;HONDURAS Y THAMES;HONDURAS;THAMES
-58,4393905232450;-34,588108119824;4;CORDOBA AV.-HUMBOLDT;HUMBOLDT;CORDOBA AV.;AUTOTROL CT800DMC;HUMBOLDT Y CORDOBA AV.;HUMBOLDT;CORDOBA AV.
-58,3860973652937;-34,588120761638;1;POSADAS-RODRIGUEZ PEÑA;RODRIGUEZ PEÑA;POSADAS;SWARCO  ITC-2;RODRIGUEZ PEÑA Y POSADAS;RODRIGUEZ PEÑA;POSADAS
-58,4145441747701;-34,588152554689;3;SALGUERO JERONIMO-GUEMEZ;GUEMEZ;SALGUERO JERONIMO;SIEMENS CLS214PLUS;GUEMES Y SALGUERO, JERONIMO;GUEMES;SALGUERO, JERONIMO
-58,4331311973560;-34,588155254985;4;GORRITI-URIARTE;URIARTE;GORRITI;AUTOTROL CT800DMC;URIARTE Y GORRITI;URIARTE;GORRITI
-58,4082819583568;-34,588167286894;3;BILLINGHURST-BERUTI;BERUTI;BILLINGHURST;SIEMENS STC M4-20;BERUTI Y BILLINGHURST;BERUTI;BILLINGHURST
-58,4170691867531;-34,588184805476;3;ALVAREZ JULIAN-CHARCAS;CHARCAS;ALVAREZ JULIAN;SIEMENS STC M4-20;CHARCAS Y ALVAREZ, JULIAN;CHARCAS;ALVAREZ, JULIAN
-58,3828394972949;-34,588226616823;3;DEL LIBERTADOR AV.-LIBERTAD;LIBERTAD;DEL LIBERTADOR AV.;SIEMENS STC M4-20;LIBERTAD Y DEL LIBERTADOR AV.;LIBERTAD;DEL LIBERTADOR AV.
-58,4095005389448;-34,588226774854;3;DIAZ CNEL. AV. -ARENALES;ARENALES;DIAZ CNEL. AV. ;SIEMENS STC M4-20;ARENALES Y DIAZ, CNEL. AV.;ARENALES;DIAZ, CNEL. AV.
-58,4527775106830;-34,588237686592;4;CORRIENTES AV.-MAURE;MAURE;CORRIENTES AV.;AUTOTROL CT800DMC;MAURE Y CORRIENTES AV.;MAURE;CORRIENTES AV.
-58,4433050374594;-34,588249812335;4;BONPLAND-LOYOLA;LOYOLA;BONPLAND;AUTOTROL CT800DMC;LOYOLA Y BONPLAND;LOYOLA;BONPLAND
-58,3899696716944;-34,588320970132;1;QUINTANA MANUEL PRES. AV.-AYACUCHO;AYACUCHO;QUINTANA MANUEL PRES. AV.;SIEMENS CLS;AYACUCHO Y QUINTANA, MANUEL, PRES. AV.;AYACUCHO;QUINTANA, MANUEL, PRES. AV.
-58,3881187588582;-34,588357238942;1;CALLAO AV.-ALVEAR AV.;ALVEAR AV.;CALLAO AV.;SIEMENS CLS214PLUS;ALVEAR AV. Y CALLAO AV.;ALVEAR AV.;CALLAO AV.
-58,3987528701112;-34,588389031329;1;PUEYRREDONAV.-PACHECO DE MELO;PACHECO DE MELO;PUEYRREDONAV.;SIEMENS CLS214PLUS;PACHECO DE MELO, JOSE ANDRES Y PUEYRREDON AV.;PACHECO DE MELO, JOSE ANDRES;PUEYRREDON AV.
-58,4110485907046;-34,588400689910;3;SANTA FE AV.-ANASAGASTI;ANASAGASTI;SANTA FE AV.;SIEMENS CLS214PLUS;ANASAGASTI Y SANTA FE AV.;ANASAGASTI;SANTA FE AV.
-58,4193714190292;-34,588421293782;3;PARAGUAY-ARAOZ;ARAOZ;PARAGUAY;SIEMENS STC M4-20;ARAOZ Y PARAGUAY;ARAOZ;PARAGUAY
-58,3977614986099;-34,588525899696;1;LARREA-PACHECO DE MELO;PACHECO DE MELO;LARREA;SIEMENS CLS;PACHECO DE MELO, JOSE ANDRES Y LARREA;PACHECO DE MELO, JOSE ANDRES;LARREA
-58,3958612028595;-34,588553386007;1;LAS HERAS AV.-AZCUENAGA;AZCUENAGA;LAS HERAS AV.;SIEMENS CLS;AZCUENAGA Y LAS HERAS GENERAL AV.;AZCUENAGA;LAS HERAS GENERAL AV.
-58,4214906071802;-34,588613872505;3;SCALABRINI ORTIZ AV.-GUATEMALA;GUATEMALA;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;GUATEMALA Y SCALABRINI ORTIZ, RAUL AV.;GUATEMALA;SCALABRINI ORTIZ, RAUL AV.
-58,4303252322411;-34,588628340146;4;HONDURAS-SERRANO;SERRANO;HONDURAS;AUTOTROL CT800DMC;SERRANO Y HONDURAS;SERRANO;HONDURAS
-58,5145330383630;-34,588635914478;8;AV. FAGNANO-EMILIO LAMARCA;EMILIO LAMARCA;AV. FAGNANO;SIEMENS CLS95;LAMARCA, EMILIO Y FAGNANO, JOSE AV.;LAMARCA, EMILIO;FAGNANO, JOSE AV.
-58,5061763084172;-34,588681954223;8;AV. GRAL. MOSCONI-CUENCA;CUENCA;AV. GRAL. MOSCONI;AUTOTROL CT800DMC;CUENCA Y MOSCONI GENERAL AV.;CUENCA;MOSCONI GENERAL AV.
-58,4460080348839;-34,588683894792;4;DORREGO AV.-GUEVARA-VELASCO;GUEVARA;DORREGO AV.;AUTOTROL CT800DMC;GUEVARA Y DORREGO AV.;GUEVARA;DORREGO AV.
-58,4179163529410;-34,588686470181;3;ALVAREZ JULIAN-MANSILLA;MANSILLA;ALVAREZ JULIAN;SIEMENS STC M4-20;MANSILLA, LUCIO NORBERTO, GENERAL Y ALVAREZ, JULIAN;MANSILLA, LUCIO NORBERTO, GENERAL;ALVAREZ, JULIAN
-58,4507684352856;-34,588690532901;4;CORRIENTES AV.-NEWBERY JORGE;NEWBERY JORGE;CORRIENTES AV.;AUTOTROL CT800DMC;NEWBERY, JORGE AV. Y CORRIENTES AV.;NEWBERY, JORGE AV.;CORRIENTES AV.
-58,3819722685020;-34,588698726116;3;DEL LIBERTADOR AV.-CERRITO-BOSTON PEATONAL;CERRITO;DEL LIBERTADOR AV.;SIEMENS STC M4-20;CERRITO Y DEL LIBERTADOR AV.;CERRITO;DEL LIBERTADOR AV.
-58,4692118449432;-34,588736456437;7;DEL CAMPO AV. - ESTOMBA;ESTOMBA;DEL CAMPO AV.;SIEMENS CLS95;ESTOMBA Y DEL CAMPO AV.;ESTOMBA;DEL CAMPO AV.
-58,4321869696645;-34,588761436919;4;THAMES-GORRITI;GORRITI;THAMES;AUTOTROL CT800DMC;GORRITI Y THAMES;GORRITI;THAMES
-58,4088199036077;-34,588764087836;3;ARENALES-BILLINGHURST;BILLINGHURST;ARENALES;SIEMENS STC M4-20;BILLINGHURST Y ARENALES;BILLINGHURST;ARENALES
-58,4135980135896;-34,588776197916;3;GUEMEZ-VIDT;VIDT;GUEMEZ;SIEMENS CLS214PLUS;VIDT Y GUEMES;VIDT;GUEMES
-58,4052335893629;-34,588888703935;3;AUSTRIA-JUNCAL;JUNCAL;AUSTRIA;SIEMENS STC M4-20;JUNCAL Y AUSTRIA;JUNCAL;AUSTRIA
-58,4361966174772;-34,588906339442;4;VEGA NICETO CNEL.-GODOY CRUZ;GODOY CRUZ;VEGA NICETO CNEL.;AUTOTROL CT800DMC;GODOY CRUZ Y VEGA, NICETO, CNEL.;GODOY CRUZ;VEGA, NICETO, CNEL.
-58,4100837313228;-34,589056763191;3;SANTA FE AV.-DIAZ CNEL. AV. ;DIAZ CNEL. AV. ;SANTA FE AV.;SIEMENS CLS214PLUS;DIAZ, CNEL. AV. Y SANTA FE AV.;DIAZ, CNEL. AV.;SANTA FE AV.
-58,4185580334084;-34,589066854533;3;PARAGUAY-ALVAREZ JULIAN;ALVAREZ JULIAN;PARAGUAY;SIEMENS STC M4-20;ALVAREZ, JULIAN Y PARAGUAY;ALVAREZ, JULIAN;PARAGUAY
-58,4847099954586;-34,589118953613;7;DE LOS INCAS AV. - DE LOS CONSTITUYENTES AV.;DE LOS CONSTITUYENTES AV.;DE LOS INCAS AV.;SIEMENS CLS95;DE LOS CONSTITUYENTES AV. Y DE LOS INCAS AV.;DE LOS CONSTITUYENTES AV.;DE LOS INCAS AV.
-58,3998304267072;-34,589129890907;1;PUEYRREDONAV.-PEÑA;PEÑA;PUEYRREDONAV.;SIEMENS CLS95;PEÑA Y PUEYRREDON AV.;PEÑA;PUEYRREDON AV.
-58,3889787094263;-34,589130666220;1;CALLAO AV.-QUINTANA;QUINTANA;CALLAO AV.;SIEMENS CLS;QUINTANA, MANUEL, PRES. Y CALLAO AV.;QUINTANA, MANUEL, PRES.;CALLAO AV.
-58,4157525149425;-34,589155302307;3;SALGUERO JERONIMO-CHARCAS;CHARCAS;SALGUERO JERONIMO;SIEMENS STC M4-20;CHARCAS Y SALGUERO, JERONIMO;CHARCAS;SALGUERO, JERONIMO
-58,3909584694779;-34,589200589400;1;AYACUCHO-GUIDO;GUIDO;AYACUCHO;SIEMENS CLS;GUIDO Y AYACUCHO;GUIDO;AYACUCHO
-58,3929932013979;-34,589217835192;1;LOPEZ VICENTE-JUNIN;JUNIN;LOPEZ VICENTE;SIEMENS CLS;JUNIN Y LOPEZ, VICENTE;JUNIN;LOPEZ, VICENTE
-58,4224979855682;-34,589274647415;3;SCALABRINI ORTIZ AV.-SOLER;SOLER;SCALABRINI ORTIZ AV.;SIEMENS STC M4-20;SOLER Y SCALABRINI ORTIZ, RAUL AV.;SOLER;SCALABRINI ORTIZ, RAUL AV.
-58,3809093269487;-34,589277318757;3;DEL LIBERTADOR AV.-PELLEGRINI CARLOS;PELLEGRINI CARLOS;DEL LIBERTADOR AV.;SIEMENS STC M4-20;PELLEGRINI, CARLOS Y DEL LIBERTADOR AV.;PELLEGRINI, CARLOS;DEL LIBERTADOR AV.
-58,3718770277110;-34,589289988003;3;ANTARTIDA ARGENTINA AV.-R. MEJIA-ENCOTEL;R. MEJIA;ANTARTIDA ARGENTINA AV.;SIEMENS CLS95;RAMOS MEJIA, JOSE MARIA, DR. AV. Y ANTARTIDA ARGENTINA AV.;RAMOS MEJIA, JOSE MARIA, DR. AV.;ANTARTIDA ARGENTINA AV.
-58,3718770277110;-34,589289988003;3;ANTARTIDA ARGENTINA AV.-RAMOS MEJIA;RAMOS MEJIA;ANTARTIDA ARGENTINA AV.;SIEMENS CLS95;RAMOS MEJIA, JOSE MARIA, DR. AV. Y ANTARTIDA ARGENTINA AV.;RAMOS MEJIA, JOSE MARIA, DR. AV.;ANTARTIDA ARGENTINA AV.
-58,4959270061553;-34,589296543778;7;DEL CARRIL, SALVADOR M. AV. - CONDARCO;CONDARCO;DEL CARRIL, SALVADOR M. AV.;SIEMENS CLE;CONDARCO Y CARRIL, SALVADOR MARIA DEL AV.;CONDARCO;CARRIL, SALVADOR MARIA DEL AV.
-58,3949115467698;-34,589317448089;1;LAS HERAS AV.-URIBURU;URIBURU;LAS HERAS AV.;SIEMENS CLS;URIBURU JOSE E., PRES. Y LAS HERAS GENERAL AV.;URIBURU JOSE E., PRES.;LAS HERAS GENERAL AV.
-58,4127604562007;-34,589322623913;3;GUEMEZ-BULNES;BULNES;GUEMEZ;SIEMENS CLS214PLUS;BULNES Y GUEMES;BULNES;GUEMES
-58,4170282677322;-34,589342626886;3;MEDRANO AV.-MANSILLA LUCIO GRAL.-SALGUERO J.;MANSILLA LUCIO GRAL.;MEDRANO AV.;SIEMENS STC M4-20;MANSILLA, LUCIO NORBERTO, GENERAL Y MEDRANO;MANSILLA, LUCIO NORBERTO, GENERAL;MEDRANO
-58,4330859715243;-34,589358574541;4;THAMES-CABRERA JOSE;CABRERA JOSE;THAMES;AUTOTROL CT800DMC;CABRERA, JOSE A. Y THAMES;CABRERA, JOSE A.;THAMES
-58,4312096802630;-34,589389222885;4;GORRITI-SERRANO;SERRANO;GORRITI;AUTOTROL CT800DMC;SERRANO Y GORRITI;SERRANO;GORRITI
-58,3966271748958;-34,589486710173;1;AZCUENAGA-PACHECO DE MELO;PACHECO DE MELO;AZCUENAGA;SIEMENS CLS;PACHECO DE MELO, JOSE ANDRES Y AZCUENAGA;PACHECO DE MELO, JOSE ANDRES;AZCUENAGA
-58,5075027452045;-34,589498044371;8;AV. GRAL. MOSCONI-CAMPANA;CAMPANA;AV. GRAL. MOSCONI;AUTOTROL CT800DMC;CAMPANA Y MOSCONI GENERAL AV.;CAMPANA;MOSCONI GENERAL AV.
-58,4095059141859;-34,589531588434;3;SANTA FE AV.-BILLINGHURST;BILLINGHURST;SANTA FE AV.;SIEMENS CLS214PLUS;BILLINGHURST Y SANTA FE AV.;BILLINGHURST;SANTA FE AV.
-58,4681909052160;-34,589540811346;7;DEL CAMPO AV. - HEREDIA;HEREDIA;DEL CAMPO AV.;SIEMENS CLS95;HEREDIA Y DEL CAMPO AV.;HEREDIA;DEL CAMPO AV.
-58,4043217142975;-34,589566447292;3;JUNCAL-AGUERO;AGUERO;JUNCAL;SIEMENS STC M4-20;AGUERO Y JUNCAL;AGUERO;JUNCAL
-58,4352630268427;-34,589574872484;4;VEGA NICETO CNEL.-URIARTE;URIARTE;VEGA NICETO CNEL.;AUTOTROL CT800DMC;URIARTE Y VEGA, NICETO, CNEL.;URIARTE;VEGA, NICETO, CNEL.
-58,3835499690059;-34,589607458789;1;POSADAS-LIBERTAD;LIBERTAD;POSADAS;SIEMENS CLS;LIBERTAD Y POSADAS;LIBERTAD;POSADAS
-58,4450691895099;-34,589609971383;4;RAMIREZ DE VELASCO J.-BONPLAND;BONPLAND;RAMIREZ DE VELASCO J.;AUTOTROL CT800DMC;BONPLAND Y RAMIREZ DE VELASCO, JUAN;BONPLAND;RAMIREZ DE VELASCO, JUAN
-58,4371259304523;-34,589611765751;4;CORDOBA AV.-GODOY CRUZ;GODOY CRUZ;CORDOBA AV.;AUTOTROL CT800DMC;GODOY CRUZ Y CORDOBA AV.;GODOY CRUZ;CORDOBA AV.
-58,4178644132206;-34,589618297894;3;MEDRANO AV.-PARAGUAY;PARAGUAY;MEDRANO AV.;SIEMENS STC M4-20;PARAGUAY Y MEDRANO;PARAGUAY;MEDRANO
-58,4214326908491;-34,589656898809;3;ARAOZ-SOLER;SOLER;ARAOZ;SIEMENS CLS214PLUS;SOLER Y ARAOZ;SOLER;ARAOZ
-58,4062930508860;-34,589660695529;3;AUSTRIA-BERUTI;BERUTI;AUSTRIA;SIEMENS STC M4-20;BERUTI Y AUSTRIA;BERUTI;AUSTRIA
-58,4232064939034;-34,589745664982;4;SCALABRINI ORTIZ AV.-NICARAGUA;NICARAGUA;SCALABRINI ORTIZ AV.;AUTOTROL CT800DMC;NICARAGUA Y SCALABRINI ORTIZ, RAUL AV.;NICARAGUA;SCALABRINI ORTIZ, RAUL AV.
-58,3986085000501;-34,589863839285;1;PEÑA-LARREA;LARREA;PEÑA;SIEMENS CLS;LARREA Y PEÑA;LARREA;PEÑA
-58,4495171672384;-34,589889291990;4;CORRIENTES AV.-ARENAL CONCEPCION;ARENAL CONCEPCION;CORRIENTES AV.;AUTOTROL CT800DMC;ARENAL, CONCEPCION Y CORRIENTES AV.;ARENAL, CONCEPCION;CORRIENTES AV.
-58,4147238455873;-34,589910403104;3;CHARCAS-VIDT;VIDT;CHARCAS;SIEMENS STC M4-20;VIDT Y CHARCAS;VIDT;CHARCAS
-58,3879309004091;-34,589973066078;1;QUINTANA MANUEL PRES. AV.-RODRIGUEZ PEÑA;RODRIGUEZ PEÑA;QUINTANA MANUEL PRES. AV.;SIEMENS CLS;RODRIGUEZ PEÑA Y QUINTANA, MANUEL, PRES.;RODRIGUEZ PEÑA;QUINTANA, MANUEL, PRES.
-58,3899585610288;-34,590014935990;1;CALLAO AV.-GUIDO;GUIDO;CALLAO AV.;SIEMENS CLS;GUIDO Y CALLAO AV.;GUIDO;CALLAO AV.
-58,4281885783241;-34,590028120384;4;ARMENIA-HONDURAS;HONDURAS;ARMENIA;AUTOTROL CT800DMC;HONDURAS Y ARMENIA;HONDURAS;ARMENIA
-58,4088999664630;-34,590041751080;3;SANTA FE AV.-SANCHEZ DE BUSTAMANTE;SANCHEZ DE BUSTAMANTE;SANTA FE AV.;SIEMENS CLS214PLUS;SANCHEZ DE BUSTAMANTE Y SANTA FE AV.;SANCHEZ DE BUSTAMANTE;SANTA FE AV.
-58,4202444939367;-34,590067196649;3;ALVAREZ JULIAN-SOLER;SOLER;ALVAREZ JULIAN;SIEMENS STC M4-20;SOLER Y ALVAREZ, JULIAN;SOLER;ALVAREZ, JULIAN
-58,3919297568700;-34,590067795728;1;LOPEZ VICENTE-AYACUCHO;AYACUCHO;LOPEZ VICENTE;SIEMENS CLS;AYACUCHO Y LOPEZ, VICENTE;AYACUCHO;LOPEZ, VICENTE
-58,3939715016037;-34,590074465762;1;LAS HERAS AV.-JUNIN;JUNIN;LAS HERAS AV.;SIEMENS CLS;JUNIN Y LAS HERAS GENERAL AV.;JUNIN;LAS HERAS GENERAL AV.
-58,3826952297495;-34,590098032281;1;CERRITO-POSADAS;POSADAS;CERRITO;SIEMENS CLS;POSADAS Y CERRITO;POSADAS;CERRITO
-58,3793969545921;-34,590102675271;3;DEL LIBERTADOR AV.-SUIPACHA;SUIPACHA;DEL LIBERTADOR AV.;SIEMENS STC M4-20;SUIPACHA Y DEL LIBERTADOR AV.;SUIPACHA;DEL LIBERTADOR AV.
-58,3822506980161;-34,590106729853;1;9 DE JULIO AV.-POSADAS;POSADAS;9 DE JULIO AV.;SIEMENS CLS;POSADAS Y 9 DE JULIO AV.;POSADAS;9 DE JULIO AV.
-58,3732639204786;-34,590113410710;3;RAMOS MEJIA Y MARTINEZ ZUVIRIA;RAMOS MEJIA;MARTINEZ ZUVIRIA;SIEMENS STC M4-20;RAMOS MEJIA, JOSE MARIA, DR. AV. Y MARTINEZ ZUVIRIA, GUSTAVO,;RAMOS MEJIA, JOSE MARIA, DR. AV.;MARTINEZ ZUVIRIA, GUSTAVO,
-58,4523126675827;-34,590137115161;4;NEWBERY JORGE-GUZMAN;GUZMAN;NEWBERY JORGE;AUTOTROL CT800DMC;GUZMAN Y NEWBERY, JORGE AV.;GUZMAN;NEWBERY, JORGE AV.
-58,4003574952747;-34,590188773474;1;PUEYRREDONAV.-FRENCH;FRENCH;PUEYRREDONAV.;SIEMENS CLS95;FRENCH Y PUEYRREDON AV.;FRENCH;PUEYRREDON AV.
-58,3957952469627;-34,590191476073;1;URIBURU JOSE EVARISTO PRES.-FRENCH-PACHECO DE MELO;PACHECO DE MELO;URIBURU JOSE EVARISTO PRES.-FRENCH;SIEMENS CLS;PACHECO DE MELO, JOSE ANDRES Y URIBURU JOSE E., PRES.;PACHECO DE MELO, JOSE ANDRES;URIBURU JOSE E., PRES.
-58,4070248466511;-34,590193790733;3;AUSTRIA-ARENALES;ARENALES;AUSTRIA;SIEMENS STC M4-20;ARENALES Y AUSTRIA;ARENALES;AUSTRIA
-58,4343681781522;-34,590210237915;4;VEGA NICETO CNEL.-THAMES;THAMES;VEGA NICETO CNEL.;AUTOTROL CT800DMC;THAMES Y VEGA, NICETO, CNEL.;THAMES;VEGA, NICETO, CNEL.
-58,4239408040044;-34,590233870118;4;SCALABRINI ORTIZ AV.-COSTA RICA;COSTA RICA;SCALABRINI ORTIZ AV.;AUTOTROL CT800DMC;COSTA RICA Y SCALABRINI ORTIZ, RAUL AV.;COSTA RICA;SCALABRINI ORTIZ, RAUL AV.
-58,4223695870740;-34,590289340127;4;GASCON-ARAOZ-NICARAGUA;ARAOZ;GASCON;AUTOTROL CT800DMC;ARAOZ Y GASCON;ARAOZ;GASCON
-58,4169697300407;-34,590329804667;3;SALGUERO JERONIMO-PARAGUAY;PARAGUAY;SALGUERO JERONIMO;SIEMENS CLS214PLUS;PARAGUAY Y SALGUERO, JERONIMO;PARAGUAY;SALGUERO, JERONIMO
-58,4032647267643;-34,590354255164;1;JUNCAL-LAPRIDA;LAPRIDA;JUNCAL;SIEMENS CLS214PLUS;LAPRIDA Y JUNCAL;LAPRIDA;JUNCAL
-58,5153709127949;-34,590359251363;8;AV. SAN MARTIN-LADINES-AV. FAGNANO;LADINES;AV. SAN MARTIN;SIEMENS CLS214PLUS;LADINES Y SAN MARTIN AV.;LADINES;SAN MARTIN AV.
-58,5067224173848;-34,590360944907;8;GABRIELA MISTRAL-CAMPANA;CAMPANA;GABRIELA MISTRAL;SIEMENS CLS95;CAMPANA Y MISTRAL, GABRIELA;CAMPANA;MISTRAL, GABRIELA
-58,3709940932270;-34,590383102896;3;ANTARTIDA ARGENTINA AV.-SAN MARTIN - COMODORO PY;SAN MARTIN - COMODO PY;ANTARTIDA ARGENTINA AV.;SIEMENS CLS95;SAN MARTIN Y ANTARTIDA ARGENTINA AV.;SAN MARTIN;ANTARTIDA ARGENTINA AV.
-58,4139149533762;-34,590504173076;3;CHARCAS-BULNES;BULNES;CHARCAS;SIEMENS STC M4-20;BULNES Y CHARCAS;BULNES;CHARCAS
-58,3974384341173;-34,590568929601;1;PEÑA-AZCUENAGA;AZCUENAGA;PEÑA;SIEMENS CLS;AZCUENAGA Y PEÑA;AZCUENAGA;PEÑA
-58,4487497997200;-34,590615553394;4;CORRIENTES AV.-LEIVA;LEIVA;CORRIENTES AV.;AUTOTROL CT800DMC;LEIVA Y CORRIENTES AV.;LEIVA;CORRIENTES AV.
-58,4190755352673;-34,590789678264;3;MEDRANO AV.-SOLER;SOLER;MEDRANO AV.;SIEMENS STC M4-20;SOLER Y MEDRANO;SOLER;MEDRANO
-58,4105073790540;-34,590792751454;3;BILLINGHURST-GUEMEZ;GUEMEZ;BILLINGHURST;SIEMENS STC M4-20;GUEMES Y BILLINGHURST;GUEMES;BILLINGHURST
-58,4353124239207;-34,590821595313;4;CORDOBA AV.-THAMES;THAMES;CORDOBA AV.;AUTOTROL CT800DMC;THAMES Y CORDOBA AV.;THAMES;CORDOBA AV.
-58,5138783474630;-34,590828267315;8;AV. SAN MARTIN-GRIVEO;GRIVEO;AV. SAN MARTIN;SIEMENS CLS214PLUS;GRIVEO Y SAN MARTIN AV.;GRIVEO;SAN MARTIN AV.
-58,4874582273154;-34,590832343201;8;AV. FRANCISCO BEIRO- CARACAS;CARACAS;AV. FRANCISCO BEIRO;AUTOTROL CT800DMC;CARACAS Y BEIRO, FRANCISCO AV.;CARACAS;BEIRO, FRANCISCO AV.
-58,4334346568524;-34,590841291409;4;VEGA NICETO CNEL.-SERRANO;SERRANO;VEGA NICETO CNEL.;AUTOTROL CT800DMC;SERRANO Y VEGA, NICETO, CNEL.;SERRANO;VEGA, NICETO, CNEL.
