X;Y;AREA;INTERSECCI;CALLE_2;CALLE_1;CONTROLADO;DIRECCION NORMALIZADA;CALLE;CRUCE
-58,3918784294335;-34,610339553516;2;ENTRE RIOS AV.-YRIGOYEN HIPOLITO;YRIGOYEN HIPOLITO;ENTRE RIOS AV.;SIEMENS CLS95;YRIGOYEN, HIPOLITO Y ENTRE RIOS AV.;YRIGOYEN, HIPOLITO;ENTRE RIOS AV.
-58,4822209292393;-34,610407090749;6;AV. NAZCA - JUAN AGUSTIN GARCIA;JUAN AGUSTIN GARCIA;AV. NAZCA;AUTOTROL CT800DMC;GARCIA, JUAN AGUSTIN Y NAZCA AV.;GARCIA, JUAN AGUSTIN;NAZCA AV.
-58,3749454308438;-34,610414805037;2;ROCA JULIO A. PRES. AV.-ALSINA ADOLFO-PERU;ALSINA ADOLFO;ROCA JULIO A. PRES. AV.;SIEMENS CLS95;ALSINA, ADOLFO Y ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;ALSINA, ADOLFO;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.
-58,3933419180218;-34,610431740735;2;YRIGOYEN HIPOLITO-COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;YRIGOYEN HIPOLITO;SIEMENS CLS95;COMBATE DE LOS POZOS Y YRIGOYEN, HIPOLITO;COMBATE DE LOS POZOS;YRIGOYEN, HIPOLITO
-58,4103489561368;-34,610438687578;2;RIVADAVIA AV.- JEAN JAURES - URQUIZA;URQUIZA;RIVADAVIA AV.;SIEMENS CLS95;URQUIZA, GRAL. Y RIVADAVIA AV.;URQUIZA, GRAL.;RIVADAVIA AV.
-58,4274610761853;-34,610513013871;4;MITRE BARTOLOME-PRINGLES;PRINGLES;MITRE BARTOLOME;AUTOTROL CT800DMC;PRINGLES Y MITRE, BARTOLOME;PRINGLES;MITRE, BARTOLOME
-58,4117357191030;-34,610538789968;2;RIVADAVIA AV.-24 DE NOVIEMBRE - ANCHORENA;24 DE NOVIEMBRE;RIVADAVIA AV.;SIEMENS CLS95;24 DE NOVIEMBRE Y RIVADAVIA AV.;24 DE NOVIEMBRE;RIVADAVIA AV.
-58,3777023348408;-34,610546349621;2;ALSINA ADOLFO-PIEDRAS;PIEDRAS;ALSINA ADOLFO;SIEMENS CLS95;PIEDRAS Y ALSINA, ADOLFO;PIEDRAS;ALSINA, ADOLFO
-58,3962252232297;-34,610599559410;2;YRIGOYEN HIPOLITO-RINCON;RINCON;YRIGOYEN HIPOLITO;SIEMENS CLS95;RINCON Y YRIGOYEN, HIPOLITO;RINCON;YRIGOYEN, HIPOLITO
-58,4665611145229;-34,610616052410;6;AV. JUAN B. JUSTO - ANDRES LAMAS;ANDRES LAMAS;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;LAMAS, ANDRES Y JUSTO, JUAN B. AV.;LAMAS, ANDRES;JUSTO, JUAN B. AV.
-58,3791243357789;-34,610633537345;2;ALSINA ADOLFO-TACUARI;TACUARI;ALSINA ADOLFO;SIEMENS CLS95;TACUARI Y ALSINA, ADOLFO;TACUARI;ALSINA, ADOLFO
-58,4131028960230;-34,610637248798;2;RIVADAVIA AV.-AGUERO - ESPARZA;ESPARZA;RIVADAVIA AV.;SIEMENS CLS95;ESPARZA Y RIVADAVIA AV.;ESPARZA;RIVADAVIA AV.
-58,4610752127223;-34,610665442587;6;AV. TTE. GRAL. DONATO ALVAREZ  - GALICIA;GALICIA;AV. TTE. GRAL. DONATO ALVAREZ;AUTOTROL CT800DMC;GALICIA Y ALVAREZ, DONATO, TTE. GRAL.;GALICIA;ALVAREZ, DONATO, TTE. GRAL.
-58,4522794691030;-34,610680247034;6;AV. GAONA - ESPINOSA;ESPINOSA;AV. GAONA;SIEMENS CLE;ESPINOSA Y GAONA AV.;ESPINOSA;GAONA AV.
-58,3974752788409;-34,610682072351;2;YRIGOYEN HIPOLITO-PASCO;PASCO;YRIGOYEN HIPOLITO;SIEMENS CLS95;PASCO Y YRIGOYEN, HIPOLITO;PASCO;YRIGOYEN, HIPOLITO
-58,4289160439686;-34,610716604400;4;MITRE BARTOLOME-YATAY;YATAY;MITRE BARTOLOME;AUTOTROL CT800DMC;YATAY Y MITRE, BARTOLOME;YATAY;MITRE, BARTOLOME
-58,3805971805196;-34,610729827601;2;ALSINA ADOLFO-IRIGOYEN BERNARDO DE;IRIGOYEN BERNARDO DE;ALSINA ADOLFO;-;IRIGOYEN, BERNARDO DE Y ALSINA, ADOLFO;IRIGOYEN, BERNARDO DE;ALSINA, ADOLFO
-58,3813865998621;-34,610794050529;2;9 DE JULIO AV.-ALSINA ADOLFO;ALSINA ADOLFO;9 DE JULIO AV.;SCHNEIDER RMY;ALSINA, ADOLFO Y 9 DE JULIO AV.;ALSINA, ADOLFO;9 DE JULIO AV.
-58,4393019960492;-34,610798667930;4;ACOYTE AV.-VALLESE FELIPE;VALLESE FELIPE;ACOYTE AV.;AUTOTROL CT800DMC;VALLESE, FELIPE Y ACOYTE AV.;VALLESE, FELIPE;ACOYTE AV.
-58,3990688995870;-34,610811303770;2;YRIGOYEN HIPOLITO-PICHINCHA;PICHINCHA;YRIGOYEN HIPOLITO;SIEMENS CLS95;PICHINCHA Y YRIGOYEN, HIPOLITO;PICHINCHA;YRIGOYEN, HIPOLITO
-58,5006005867445;-34,610826101182;8;BAHIA BLANCA-MARCOS SASTRE;MARCOS SASTRE;BAHIA BLANCA;AUTOTROL CT800I;SASTRE, MARCOS Y BAHIA BLANCA;SASTRE, MARCOS;BAHIA BLANCA
-58,3818648353063;-34,610831315474;2;ALSINA ADOLFO-LIMA;LIMA;ALSINA ADOLFO;-;LIMA Y ALSINA, ADOLFO;LIMA;ALSINA, ADOLFO
-58,4158255906489;-34,610833904690;5;AV. RIVADAVIA - VIRREY LINIERS - BILLINGHURST;VIRREY LINIERS;AV. RIVADAVIA;AUTOTROL CT800Y;LINIERS VIRREY Y RIVADAVIA AV.;LINIERS VIRREY;RIVADAVIA AV.
-58,4337504840786;-34,610839281209;4;ARANGUREN JUAN F. DR.-OTAMENDI;OTAMENDI;ARANGUREN JUAN F. DR.;AUTOTROL CT800DMC;OTAMENDI Y ARANGUREN, JUAN F., DR.;OTAMENDI;ARANGUREN, JUAN F., DR.
-58,4429612025898;-34,610911024493;4;PUEYRREDONH. DR. AV.-ARENGREEN;ARENGREEN;PUEYRREDONH. DR. AV.;AUTOTROL CT800DMC;ARENGREEN Y PUEYRREDON, HONORIO, DR. AV.;ARENGREEN;PUEYRREDON, HONORIO, DR. AV.
-58,4303319253356;-34,610914673984;4;AVELLANEDA AV.-RIO DE JANEIRO - B. MITRE;RIO DE JANEIRO;AVELLANEDA AV.;AUTOTROL CT800DMC;RIO DE JANEIRO Y AVELLANEDA;RIO DE JANEIRO;AVELLANEDA
-58,3833673333374;-34,610921958201;2;ALSINA ADOLFO-SALTA;SALTA;ALSINA ADOLFO;SCHNEIDER RBY;SALTA Y ALSINA, ADOLFO;SALTA;ALSINA, ADOLFO
-58,4173420854312;-34,610941599505;5;AV. RIVADAVIA - MAZA - MARIO BRAVO;MAZA;AV. RIVADAVIA;AUTOTROL CT800Y;MAZA Y RIVADAVIA AV.;MAZA;RIVADAVIA AV.
-58,3672634822870;-34,610997388081;2;HUERGO ING. AV.-MORENO;MORENO;HUERGO ING. AV.;SCHNEIDER RMY;MORENO Y HUERGO, ING. AV.;MORENO;HUERGO, ING. AV.
-58,3848197590872;-34,611004240256;2;ALSINA ADOLFO-SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO;ALSINA ADOLFO;SIEMENS CLS95;SANTIAGO DEL ESTERO Y ALSINA, ADOLFO;SANTIAGO DEL ESTERO;ALSINA, ADOLFO
-58,4184750518066;-34,611021317881;5;AV. RIVADAVIA - AV. BOEDO - BULNES;AV. BOEDO;AV. RIVADAVIA;AUTOTROL CT800Y;BOEDO Y RIVADAVIA AV.;BOEDO;RIVADAVIA AV.
-58,4032855695923;-34,611102046305;2;YRIGOYEN HIPOLITO-SAAVEDRA;SAAVEDRA;YRIGOYEN HIPOLITO;SIEMENS CLS95;SAAVEDRA Y YRIGOYEN, HIPOLITO;SAAVEDRA;YRIGOYEN, HIPOLITO
-58,4197199304767;-34,611122404081;5;AV. RIVADAVIA - COLOMBRES - JERONIMO SALGUERO;COLOMBRES;AV. RIVADAVIA;AUTOTROL CT800Y;COLOMBRES Y RIVADAVIA AV.;COLOMBRES;RIVADAVIA AV.
-58,5204044142038;-34,611137668884;8;AV. FRANCISCO BEIRO-BERMUDEZ;BERMUDEZ;AV. FRANCISCO BEIRO;AUTOTROL CT800DMC;BERMUDEZ Y BEIRO, FRANCISCO AV.;BERMUDEZ;BEIRO, FRANCISCO AV.
-58,3692237681364;-34,611172429748;2;PASEO COLON AV.-MORENO;MORENO;PASEO COLON AV.;SCHNEIDER RMY;MORENO Y PASEO COLON AV.;MORENO;PASEO COLON AV.
-58,4044932265191;-34,611178269211;2;YRIGOYEN HIPOLITO-MISIONES;MISIONES;YRIGOYEN HIPOLITO;SIEMENS CLS95;MISIONES Y YRIGOYEN, HIPOLITO;MISIONES;YRIGOYEN, HIPOLITO
-58,3874820272835;-34,611180362706;2;ALSINA ADOLFO- SAENZ PEÑA;SAENZ PEÑA;ALSINA ADOLFO;SCHNEIDER RBY;SAENZ PEÑA, LUIS, PRES. Y ALSINA, ADOLFO;SAENZ PEÑA, LUIS, PRES.;ALSINA, ADOLFO
-58,4502593583074;-34,611232449789;6;FRANKLIN - PUJOL;PUJOL;FRANKLIN;SIEMENS CLE;PUJOL Y FRANKLIN;PUJOL;FRANKLIN
-58,4058402280634;-34,611262926264;2;JUJUY AV.-YRIGOYEN HIPOLITO;YRIGOYEN HIPOLITO;JUJUY AV.;SIEMENS CLS214PLUS;YRIGOYEN, HIPOLITO Y JUJUY AV.;YRIGOYEN, HIPOLITO;JUJUY AV.
-58,3889428732769;-34,611285981506;2;ALSINA ADOLFO-VIRREY CEVALLOS;VIRREY CEVALLOS;ALSINA ADOLFO;SCHNEIDER RBY;CEVALLOS, VIRREY Y ALSINA, ADOLFO;CEVALLOS, VIRREY;ALSINA, ADOLFO
-58,3719921993175;-34,611301586078;2;MORENO-DEFENSA;DEFENSA;MORENO;SIEMENS CLS95;DEFENSA Y MORENO;DEFENSA;MORENO
-58,4678483246339;-34,611303203756;6;AV. JUAN B. JUSTO - AV. BOYACA;AV. BOYACA;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;BOYACA Y JUSTO, JUAN B. AV.;BOYACA;JUSTO, JUAN B. AV.
-58,4408465938651;-34,611351997718;4;HIDALGO-VALLESE FELIPE;VALLESE FELIPE;HIDALGO;AUTOTROL CT800DMC;VALLESE, FELIPE E HIDALGO;VALLESE, FELIPE;HIDALGO
-58,4073388313244;-34,611369610206;2;YRIGOYEN HIPOLITO-CATAMARCA;CATAMARCA;YRIGOYEN HIPOLITO;SIEMENS CLS95;CATAMARCA Y YRIGOYEN, HIPOLITO;CATAMARCA;YRIGOYEN, HIPOLITO
-58,5061680452652;-34,611384561315;8;NOGOYA-SANABRIA;SANABRIA;NOGOYA;SIEMENS CLS95;SANABRIA Y NOGOYA;SANABRIA;NOGOYA
-58,3733835436501;-34,611388747337;2;MORENO-BOLIVAR;BOLIVAR;MORENO;SIEMENS CLS95;BOLIVAR Y MORENO;BOLIVAR;MORENO
-58,3903674401968;-34,611388955463;2;ALSINA ADOLFO-SOLIS;SOLIS;ALSINA ADOLFO;SIEMENS CLS95;SOLIS Y ALSINA, ADOLFO;SOLIS;ALSINA, ADOLFO
-58,4814199888597;-34,611413493760;6;AV. NAZCA - SAN BLAS;SAN BLAS;AV. NAZCA;AUTOTROL CT800DMC;SAN BLAS Y NAZCA AV.;SAN BLAS;NAZCA AV.
-58,4088005614478;-34,611469569042;2;YRIGOYEN HIPOLITO-LA RIOJA;LA RIOJA;YRIGOYEN HIPOLITO;SIEMENS CLS95;LA RIOJA Y YRIGOYEN, HIPOLITO;LA RIOJA;YRIGOYEN, HIPOLITO
-58,4210114440726;-34,611479483144;5;AV. RIVADAVIA - CASTRO BARROS - AV. MEDRANO;CASTRO BARROS;AV. RIVADAVIA;AUTOTROL CT800Y;CASTRO BARROS AV. Y RIVADAVIA AV.;CASTRO BARROS AV.;RIVADAVIA AV.
-58,3917979672137;-34,611498676934;2;ENTRE RIOS AV. -ALSINA ADOLFO;ALSINA ADOLFO;ENTRE RIOS AV. ;SIEMENS CLS95;ALSINA, ADOLFO Y ENTRE RIOS AV.;ALSINA, ADOLFO;ENTRE RIOS AV.
-58,4353622127236;-34,611503613663;4;ARANGUREN JUAN F. DR.-CAMPICHUELO;CAMPICHUELO;ARANGUREN JUAN F. DR.;AUTOTROL CT800DMC;CAMPICHUELO Y ARANGUREN, JUAN F., DR.;CAMPICHUELO;ARANGUREN, JUAN F., DR.
-58,3762091682129;-34,611564813501;2;ROCA JULIO A. PRES. AV.-MORENO-CHACABUCO;MORENO;ROCA JULIO A. PRES. AV.;SIEMENS CLS95;MORENO Y ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.;MORENO;ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.
-58,4102364025723;-34,611567738521;2;YRIGOYEN HIPOLITO-URQUIZA;URQUIZA;YRIGOYEN HIPOLITO;SIEMENS CLS95;URQUIZA, GRAL. Y YRIGOYEN, HIPOLITO;URQUIZA, GRAL.;YRIGOYEN, HIPOLITO
-58,3933069505876;-34,611602440672;2;ALSINA ADOLFO-COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;ALSINA ADOLFO;SIEMENS CLS95;COMBATE DE LOS POZOS Y ALSINA, ADOLFO;COMBATE DE LOS POZOS;ALSINA, ADOLFO
-58,3618853348305;-34,611605015928;2;VILLAFLOR AZUCENA - PAINE AIME;VILLAFLOR AZUCENA;PAINE AIME;SIEMENS CLS98;VILLAFLOR, AZUCENA Y PAINE, AIME;VILLAFLOR, AZUCENA;PAINE, AIME
-58,3618853348305;-34,611605015928;2;VILLAFLOR AZUCENA - PAINE AIME N;VILLAFLOR AZUCENA;PAINE AIME;SIEMENS CLS98;VILLAFLOR, AZUCENA Y PAINE, AIME;VILLAFLOR, AZUCENA;PAINE, AIME
-58,3625454807716;-34,611652253641;2;VILLAFLOR AZUCENA - JUANA MANSO SUR;VILLAFLOR AZUCENA;JUANA MANSO;SIEMENS CLS98;VILLAFLOR, AZUCENA Y MANSO JUANA;VILLAFLOR, AZUCENA;MANSO JUANA
-58,3776499214295;-34,611654285343;2;MORENO-PIEDRAS;PIEDRAS;MORENO;SIEMENS CLS95;PIEDRAS Y MORENO;PIEDRAS;MORENO
-58,3947719983204;-34,611691935535;2;ALSINA ADOLFO-SARANDI;SARANDI;ALSINA ADOLFO;SIEMENS CLS95;SARANDI Y ALSINA, ADOLFO;SARANDI;ALSINA, ADOLFO
-58,4605530516570;-34,611720375984;6;AV. TTE. GRAL. DONATO ALVAREZ  - LUIS VIALE;LUIS VIALE;AV. TTE. GRAL. DONATO ALVAREZ;AUTOTROL CT800DMC;VIALE, LUIS Y ALVAREZ, DONATO, TTE. GRAL.;VIALE, LUIS;ALVAREZ, DONATO, TTE. GRAL.
-58,4516059190537;-34,611762734370;6;FRANKLIN - ESPINOSA;ESPINOSA;FRANKLIN;SIEMENS GF;ESPINOSA Y FRANKLIN;ESPINOSA;FRANKLIN
-58,3961681401731;-34,611782783378;2;ALSINA ADOLFO-RINCON;RINCON;ALSINA ADOLFO;SIEMENS CLS95;RINCON Y ALSINA, ADOLFO;RINCON;ALSINA, ADOLFO
-58,3636594434504;-34,611784523881;2;VILLAFLOR AZUCENA - PIERINA DEALESSI;VILLAFLOR AZUCENA;PIERINA DEALESSI;SIEMENS CLS98;VILLAFLOR, AZUCENA Y DEALESSI, PIERINA;VILLAFLOR, AZUCENA;DEALESSI, PIERINA
-58,3805434484849;-34,611831848097;2;MORENO-IRIGOYEN BERNARDO DE;IRIGOYEN BERNARDO DE;MORENO;-;IRIGOYEN, BERNARDO DE Y MORENO;IRIGOYEN, BERNARDO DE;MORENO
-58,4116834577708;-34,611856250523;2;YRIGOYEN HIPOLITO-24 DE NOVIEMBRE;24 DE NOVIEMBRE;YRIGOYEN HIPOLITO;SIEMENS CLS95;24 DE NOVIEMBRE Y YRIGOYEN, HIPOLITO;24 DE NOVIEMBRE;YRIGOYEN, HIPOLITO
-58,3812058951895;-34,611874891939;2;9 DE JULIO AV.-MORENO;MORENO;9 DE JULIO AV.;SCHNEIDER RMY;MORENO Y 9 DE JULIO AV.;MORENO;9 DE JULIO AV.
-58,4422239276246;-34,611894363482;4;PUEYRREDONH. DR. AV.-VALLESE FELIPE;VALLESE FELIPE;PUEYRREDONH. DR. AV.;AUTOTROL CT800DMC;VALLESE, FELIPE Y PUEYRREDON, HONORIO, DR. AV.;VALLESE, FELIPE;PUEYRREDON, HONORIO, DR. AV.
-58,4302345207786;-34,611896562398;4;RIO DE JANEIRO-BOGOTA;BOGOTA;RIO DE JANEIRO;AUTOTROL CT800DMC;BOGOTA Y RIO DE JANEIRO;BOGOTA;RIO DE JANEIRO
-58,4690040224532;-34,611897513522;6;AV. JUAN B. JUSTO - GAVILAN;GAVILAN;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;GAVILAN Y JUSTO, JUAN B. AV.;GAVILAN;JUSTO, JUAN B. AV.
-58,4547548811979;-34,611963279976;6;AV. GAONA - FRAGATA PTE. SARMIENTO;FRAGATA PTE. SARMIENTO;AV. GAONA;AUTOTROL CT800DMC;FRAGATA PRES. SARMIENTO Y GAONA AV.;FRAGATA PRES. SARMIENTO;GAONA AV.
-58,3833117556434;-34,612032570362;2;SALTA-MORENO;MORENO;SALTA;SIEMENS CLS95;MORENO Y SALTA;MORENO;SALTA
-58,4224046381055;-34,612074895719;5;AV. RIVADAVIA - YAPEYU;YAPEYU;AV. RIVADAVIA;AUTOTROL CT800Y;YAPEYU Y RIVADAVIA AV.;YAPEYU;RIVADAVIA AV.
-58,4003197672192;-34,612082325097;2;ALSINA ADOLFO-MATHEU;MATHEU;ALSINA ADOLFO;SIEMENS CLS95;MATHEU Y ALSINA, ADOLFO;MATHEU;ALSINA, ADOLFO
-58,4331568538459;-34,612129364812;4;AVELLANEDA AV.-OTAMENDI;OTAMENDI;AVELLANEDA AV.;AUTOTROL CT800DMC;OTAMENDI Y AVELLANEDA;OTAMENDI;AVELLANEDA
-58,4255760088055;-34,612130354907;5;RAWSON - LEZICA;LEZICA;RAWSON;AUTOTROL CT800Y;LEZICA Y RAWSON;LEZICA;RAWSON
-58,3671316521045;-34,612160116418;2;BELGRANO AV.-HUERGO ING. AV.;HUERGO ING. AV.;BELGRANO AV.;SCHNEIDER RMY;HUERGO, ING. AV. Y BELGRANO AV.;HUERGO, ING. AV.;BELGRANO AV.
-58,4015520358498;-34,612180068973;2;ALSINA ADOLFO-ALBERTI;ALBERTI;ALSINA ADOLFO;SIEMENS CLS95;ALBERTI Y ALSINA, ADOLFO;ALBERTI;ALSINA, ADOLFO
-58,3679668285966;-34,612221195215;2;BELGRANO AV.-AZOPARDO;AZOPARDO;BELGRANO AV.;SCHNEIDER RMY;AZOPARDO Y BELGRANO AV.;AZOPARDO;BELGRANO AV.
-58,3861591627255;-34,612279829766;2;MORENO-SAN JOSE;SAN JOSE;MORENO;SCHNEIDER RBY;SAN JOSE Y MORENO;SAN JOSE;MORENO
-58,4032431525053;-34,612284083558;2;ALSINA ADOLFO-SAAVEDRA;SAAVEDRA;ALSINA ADOLFO;SIEMENS CLS95;SAAVEDRA Y ALSINA, ADOLFO;SAAVEDRA;ALSINA, ADOLFO
-58,3691677777974;-34,612307410448;2;PASEO COLON AV.-BELGRANO AV.;BELGRANO AV.;PASEO COLON AV.;SCHNEIDER RMY;BELGRANO AV. Y PASEO COLON AV.;BELGRANO AV.;PASEO COLON AV.
-58,4617077797524;-34,612342658483;6;LUIS VIALE - MANUEL RICARDO TRELLES;MANUEL RICARDO TRELLES;LUIS VIALE;AUTOTROL CT800DMC;TRELLES, MANUEL R. Y VIALE, LUIS;TRELLES, MANUEL R.;VIALE, LUIS
-58,4617077797524;-34,612342658483;8;MANUEL RICARDO TRELLES - LUIS VIALE;LUIS VIALE;MANUEL RICARDO TRELLES;AUTOTROL CT800DMC;VIALE, LUIS Y TRELLES, MANUEL R.;VIALE, LUIS;TRELLES, MANUEL R.
-58,4043528806135;-34,612348991845;2;ALSINA ADOLFO-MISIONES;MISIONES;ALSINA ADOLFO;SIEMENS CLS95;MISIONES Y ALSINA, ADOLFO;MISIONES;ALSINA, ADOLFO
-58,3663298137675;-34,612363921010;2;ALICIA MOREAU DE JUSTO - VILLAFLOR AZUCENA;ALICIA MOREAU DE JUSTO;VILLAFLOR AZUCENA;SIEMENS CLS214PLUS;MOREAU DE JUSTO, ALICIA AV. Y VILLAFLOR, AZUCENA;MOREAU DE JUSTO, ALICIA AV.;VILLAFLOR, AZUCENA
-58,4670353654134;-34,612373316330;6;AV. BOYACA - TRES ARROYOS;TRES ARROYOS;AV. BOYACA;AUTOTROL CT800DMC;TRES ARROYOS Y BOYACA;TRES ARROYOS;BOYACA
-58,3874884345660;-34,612377495281;2;MORENO-SAENZ PEÑA LUIS PTE.;SAENZ PEÑA LUIS PTE.;MORENO;SCHNEIDER RBY;SAENZ PEÑA, LUIS, PRES. Y MORENO;SAENZ PEÑA, LUIS, PRES.;MORENO
-58,3705311587095;-34,612385638970;2;BELGRANO AV.-BALCARCE;BALCARCE;BELGRANO AV.;SCHNEIDER RMY;BALCARCE Y BELGRANO AV.;BALCARCE;BELGRANO AV.
-58,4055698441331;-34,612420560635;2;JUJUY AV.-ALSINA ADOLFO;ALSINA ADOLFO;JUJUY AV.;SIEMENS CLS214PLUS;ALSINA, ADOLFO Y JUJUY AV.;ALSINA, ADOLFO;JUJUY AV.
-58,4558970602814;-34,612450473898;6;AV. GAONA - NICASIO - OROÃ±O;NICASIO;AV. GAONA;SIEMENS CLE;OROÑO, NICASIO Y GAONA AV.;OROÑO, NICASIO;GAONA AV.
-58,3889448018264;-34,612466632177;2;MORENO-VIRREY CEVALLOS;VIRREY CEVALLOS;MORENO;SCHNEIDER RBY;CEVALLOS, VIRREY Y MORENO;CEVALLOS, VIRREY;MORENO
-58,3719264430402;-34,612467960622;2;BELGRANO AV.-DEFENSA;DEFENSA;BELGRANO AV.;SIEMENS CLS95;DEFENSA Y BELGRANO AV.;DEFENSA;BELGRANO AV.
-58,4700812053452;-34,612475544616;6;AV. JUAN B. JUSTO - CARACAS;CARACAS;AV. JUAN B. JUSTO;AUTOTROL CT800DMC;CARACAS Y JUSTO, JUAN B. AV.;CARACAS;JUSTO, JUAN B. AV.
-58,4178372188513;-34,612492791879;5;AV. BOEDO - DON BOSCO;DON BOSCO;AV. BOEDO;AUTOTROL CT800Y;DON BOSCO Y BOEDO;DON BOSCO;BOEDO
-58,4069441248622;-34,612503387389;2;CATAMARCA-ALSINA ADOLFO;ALSINA ADOLFO;CATAMARCA;SIEMENS CLS95;ALSINA, ADOLFO Y CATAMARCA;ALSINA, ADOLFO;CATAMARCA
-58,3733201933215;-34,612553645512;2;BELGRANO AV.-BOLIVAR;BOLIVAR;BELGRANO AV.;SIEMENS CLS95;BOLIVAR Y BELGRANO AV.;BOLIVAR;BELGRANO AV.
-58,3903603677404;-34,612560868215;2;MORENO-SOLIS;SOLIS;MORENO;SCHNEIDER RBY;SOLIS Y MORENO;SOLIS;MORENO
-58,4235845170443;-34,612596912237;5;AV. RIVADAVIA - QUINTINO BOCAYUVA - GASCON;QUINTINO BOCAYUVA;AV. RIVADAVIA;AUTOTROL CT800Y;BOCAYUVA, QUINTINO Y RIVADAVIA AV.;BOCAYUVA, QUINTINO;RIVADAVIA AV.
-58,4134377319802;-34,612613539541;5;AV. HIPOLITO YRIGOYEN - SANCHEZ DE LORIA;SANCHEZ DE LORIA;AV. HIPOLITO YRIGOYEN;AUTOTROL CT800Y;SANCHEZ DE LORIA Y YRIGOYEN, HIPOLITO AV.;SANCHEZ DE LORIA;YRIGOYEN, HIPOLITO AV.
-58,3747180236524;-34,612650021809;2;BELGRANO AV.-PERU;PERU;BELGRANO AV.;SIEMENS CLS95;PERU Y BELGRANO AV.;PERU;BELGRANO AV.
-58,3917600878183;-34,612662120884;2;ENTRE RIOS AV. -MORENO;MORENO;ENTRE RIOS AV. ;SIEMENS CLS95;MORENO Y ENTRE RIOS AV.;MORENO;ENTRE RIOS AV.
-58,4100735089779;-34,612692048825;2;ALSINA ADOLFO-URQUIZA GRAL.;URQUIZA GRAL.;ALSINA ADOLFO;SIEMENS CLS95;URQUIZA, GRAL. Y ALSINA, ADOLFO;URQUIZA, GRAL.;ALSINA, ADOLFO
-58,3761609103913;-34,612751977733;2;BELGRANO AV.-CHACABUCO;CHACABUCO;BELGRANO AV.;SIEMENS CLS95;CHACABUCO Y BELGRANO AV.;CHACABUCO;BELGRANO AV.
-58,3932718091854;-34,612776238906;2;MORENO-COMBATE DE LOS POZOS;COMBATE DE LOS POZOS;MORENO;SIEMENS CLS95;COMBATE DE LOS POZOS Y MORENO;COMBATE DE LOS POZOS;MORENO
-58,4347092387174;-34,612779324690;4;AVELLANEDA AV.- CAMPICHUELO;CAMPICHUELO;AVELLANEDA AV.;AUTOTROL CT800DMC;CAMPICHUELO Y AVELLANEDA;CAMPICHUELO;AVELLANEDA
-58,4384022858130;-34,612793021755;4;ACOYTE AV.-ARANGUREN JUAN  F. DR.;ARANGUREN JUAN  F. DR.;ACOYTE AV.;AUTOTROL CT800DMC;ARANGUREN, JUAN F., DR. Y ACOYTE AV.;ARANGUREN, JUAN F., DR.;ACOYTE AV.
-58,3775853211106;-34,612850030324;2;BELGRANO AV.-PIEDRAS-ROCA JULIO A. PTE. AV.;PIEDRAS;BELGRANO AV.;SIEMENS CLS95;PIEDRAS Y BELGRANO AV.;PIEDRAS;BELGRANO AV.
-58,4922644620051;-34,612860293968;8;ALVAREZ JONTE - CONCORDIA;CONCORDIA;ALVAREZ JONTE;AUTOTROL CT800DMC;CONCORDIA Y ALVAREZ JONTE AV.;CONCORDIA;ALVAREZ JONTE AV.
-58,4447501412869;-34,612867533339;4;ROJAS-VALLESE FELIPE;VALLESE FELIPE;ROJAS;AUTOTROL CT800DMC;VALLESE, FELIPE Y ROJAS;VALLESE, FELIPE;ROJAS
-58,3947228951983;-34,612881712464;2;MORENO-SARANDI;SARANDI;MORENO;SIEMENS CLS95;SARANDI Y MORENO;SARANDI;MORENO
-58,3790215788464;-34,612944201181;2;BELGRANO AV.-TACUARI;TACUARI;BELGRANO AV.;SIEMENS CLS95;TACUARI Y BELGRANO AV.;TACUARI;BELGRANO AV.
-58,4414650608458;-34,612971005101;4;PUEYRREDONH. DR. AV.-MENDEZ DE ANDES;MENDEZ DE ANDES;PUEYRREDONH. DR. AV.;AUTOTROL CT800DMC;MENDEZ DE ANDES Y PUEYRREDON, HONORIO, DR. AV.;MENDEZ DE ANDES;PUEYRREDON, HONORIO, DR. AV.
-58,3961522740174;-34,612975396101;2;MORENO-RINCON;RINCON;MORENO;SIEMENS CLS95;RINCON Y MORENO;RINCON;MORENO
-58,5265349988794;-34,612986008130;8;AV. LOPE DE VEGA-JOSE LUIS CANTILO;JOSE LUIS CANTILO;AV. LOPE DE VEGA;AUTOTROL CT800DMC;CANTILO, JOSE LUIS Y LOPE DE VEGA AV.;CANTILO, JOSE LUIS;LOPE DE VEGA AV.
